battle_id,replay_url,turn,event_type,player,source,source_species,target,target_species,move,ability,item,amount,old_hp,new_hp,hp_type,cause,cause_detail,is_direct,is_residual,is_hazard,is_recoil,is_self_damage,is_healing,raw_line
gen9natdexdraft-2334062445,https://replay.pokemonshowdown.com/gen9natdexdraft-2334062445,0,rule,,,,,,,,,,,,unknown,,"Evasion Clause: Evasion abilities, items, and moves are banned",False,False,False,False,False,False,"|rule|Evasion Clause: Evasion abilities, items, and moves are banned"
gen9natdexdraft-2334062445,https://replay.pokemonshowdown.com/gen9natdexdraft-2334062445,0,rule,,,,,,,,,,,,unknown,,Evasion Abilities Clause: Evasion abilities are banned,False,False,False,False,False,False,|rule|Evasion Abilities Clause: Evasion abilities are banned
gen9natdexdraft-2334062445,https://replay.pokemonshowdown.com/gen9natdexdraft-2334062445,0,rule,,,,,,,,,,,,unknown,,Evasion Items Clause: Evasion items are banned,False,False,False,False,False,False,|rule|Evasion Items Clause: Evasion items are banned
gen9natdexdraft-2334062445,https://replay.pokemonshowdown.com/gen9natdexdraft-2334062445,0,rule,,,,,,,,,,,,unknown,,Evasion Moves Clause: Evasion moves are banned,False,False,False,False,False,False,|rule|Evasion Moves Clause: Evasion moves are banned
gen9natdexdraft-2334062445,https://replay.pokemonshowdown.com/gen9natdexdraft-2334062445,0,rule,,,,,,,,,,,,unknown,,Endless Battle Clause: Forcing endless battles is banned,False,False,False,False,False,False,|rule|Endless Battle Clause: Forcing endless battles is banned
gen9natdexdraft-2334062445,https://replay.pokemonshowdown.com/gen9natdexdraft-2334062445,0,rule,,,,,,,,,,,,unknown,,HP Percentage Mod: HP is shown in percentages,False,False,False,False,False,False,|rule|HP Percentage Mod: HP is shown in percentages
gen9natdexdraft-2334062445,https://replay.pokemonshowdown.com/gen9natdexdraft-2334062445,0,clearpoke,,,,,,,,,,,,unknown,unhandled_event,,False,False,False,False,False,False,|clearpoke
gen9natdexdraft-2334062445,https://replay.pokemonshowdown.com/gen9natdexdraft-2334062445,0,team_preview,FluffySingh,,,Ogerpon-Cornerstone,Ogerpon-Cornerstone,,,,,,,unknown,p1,,False,False,False,False,False,False,"|poke|p1|Ogerpon-Cornerstone, F|"
gen9natdexdraft-2334062445,https://replay.pokemonshowdown.com/gen9natdexdraft-2334062445,0,team_preview,FluffySingh,,,Gliscor,Gliscor,,,,,,,unknown,p1,,False,False,False,False,False,False,"|poke|p1|Gliscor, F|"
gen9natdexdraft-2334062445,https://replay.pokemonshowdown.com/gen9natdexdraft-2334062445,0,team_preview,FluffySingh,,,Uxie,Uxie,,,,,,,unknown,p1,,False,False,False,False,False,False,|poke|p1|Uxie|
gen9natdexdraft-2334062445,https://replay.pokemonshowdown.com/gen9natdexdraft-2334062445,0,team_preview,FluffySingh,,,Latios,Latios,,,,,,,unknown,p1,,False,False,False,False,False,False,"|poke|p1|Latios, M|"
gen9natdexdraft-2334062445,https://replay.pokemonshowdown.com/gen9natdexdraft-2334062445,0,team_preview,FluffySingh,,,Vaporeon,Vaporeon,,,,,,,unknown,p1,,False,False,False,False,False,False,"|poke|p1|Vaporeon, F|"
gen9natdexdraft-2334062445,https://replay.pokemonshowdown.com/gen9natdexdraft-2334062445,0,team_preview,FluffySingh,,,Weezing-Galar,Weezing-Galar,,,,,,,unknown,p1,,False,False,False,False,False,False,"|poke|p1|Weezing-Galar, M|"
gen9natdexdraft-2334062445,https://replay.pokemonshowdown.com/gen9natdexdraft-2334062445,0,team_preview,charuzar,,,Shiinotic,Shiinotic,,,,,,,unknown,p2,,False,False,False,False,False,False,"|poke|p2|Shiinotic, F|"
gen9natdexdraft-2334062445,https://replay.pokemonshowdown.com/gen9natdexdraft-2334062445,0,team_preview,charuzar,,,Landorus-Therian,Landorus-Therian,,,,,,,unknown,p2,,False,False,False,False,False,False,"|poke|p2|Landorus-Therian, M|"
gen9natdexdraft-2334062445,https://replay.pokemonshowdown.com/gen9natdexdraft-2334062445,0,team_preview,charuzar,,,Rotom-Heat,Rotom-Heat,,,,,,,unknown,p2,,False,False,False,False,False,False,|poke|p2|Rotom-Heat|
gen9natdexdraft-2334062445,https://replay.pokemonshowdown.com/gen9natdexdraft-2334062445,0,team_preview,charuzar,,,Gallade,Gallade,,,,,,,unknown,p2,,False,False,False,False,False,False,"|poke|p2|Gallade, M|"
gen9natdexdraft-2334062445,https://replay.pokemonshowdown.com/gen9natdexdraft-2334062445,0,team_preview,charuzar,,,Overqwil,Overqwil,,,,,,,unknown,p2,,False,False,False,False,False,False,"|poke|p2|Overqwil, F|"
gen9natdexdraft-2334062445,https://replay.pokemonshowdown.com/gen9natdexdraft-2334062445,0,team_preview,charuzar,,,Scream Tail,Scream Tail,,,,,,,unknown,p2,,False,False,False,False,False,False,|poke|p2|Scream Tail|
gen9natdexdraft-2334062445,https://replay.pokemonshowdown.com/gen9natdexdraft-2334062445,0,teampreview,,,,,,,,,,,,unknown,unhandled_event,,False,False,False,False,False,False,|teampreview
gen9natdexdraft-2334062445,https://replay.pokemonshowdown.com/gen9natdexdraft-2334062445,0,j,,,,,,,,,,,,unknown,unhandled_event, udays,False,False,False,False,False,False,|j| udays
gen9natdexdraft-2334062445,https://replay.pokemonshowdown.com/gen9natdexdraft-2334062445,0,j,,,,,,,,,,,,unknown,unhandled_event, legendpokemaster25,False,False,False,False,False,False,|j| legendpokemaster25
gen9natdexdraft-2334062445,https://replay.pokemonshowdown.com/gen9natdexdraft-2334062445,0,j,,,,,,,,,,,,unknown,unhandled_event, johnny weest,False,False,False,False,False,False,|j| johnny weest
gen9natdexdraft-2334062445,https://replay.pokemonshowdown.com/gen9natdexdraft-2334062445,0,j,,,,,,,,,,,,unknown,unhandled_event, MrPokemon3345,False,False,False,False,False,False,|j| MrPokemon3345
gen9natdexdraft-2334062445,https://replay.pokemonshowdown.com/gen9natdexdraft-2334062445,0,unknown,,,,,,,,,,,,unknown,unhandled_event,,False,False,False,False,False,False,|
gen9natdexdraft-2334062445,https://replay.pokemonshowdown.com/gen9natdexdraft-2334062445,0,timestamp,,,,,,,,,,,,unknown,,1743644183,False,False,False,False,False,False,|t:|1743644183
gen9natdexdraft-2334062445,https://replay.pokemonshowdown.com/gen9natdexdraft-2334062445,0,start,,,,,,,,,,,,unknown,unhandled_event,,False,False,False,False,False,False,|start
gen9natdexdraft-2334062445,https://replay.pokemonshowdown.com/gen9natdexdraft-2334062445,0,switch,FluffySingh,,,Wailord,Gliscor,,,,,,100/100,percent,switch,,False,False,False,False,False,False,"|switch|p1a: Wailord|Gliscor, F|100/100"
gen9natdexdraft-2334062445,https://replay.pokemonshowdown.com/gen9natdexdraft-2334062445,0,switch,charuzar,,,TUNGTUNGTUNGSAHUR,Shiinotic,,,,,,100/100,percent,switch,,False,False,False,False,False,False,"|switch|p2a: TUNGTUNGTUNGSAHUR|Shiinotic, F|100/100"
gen9natdexdraft-2334062445,https://replay.pokemonshowdown.com/gen9natdexdraft-2334062445,1,turn,,,,,,,,,,,,unknown,,1,False,False,False,False,False,False,|turn|1
gen9natdexdraft-2334062445,https://replay.pokemonshowdown.com/gen9natdexdraft-2334062445,1,unknown,,,,,,,,,,,,unknown,unhandled_event,,False,False,False,False,False,False,|
gen9natdexdraft-2334062445,https://replay.pokemonshowdown.com/gen9natdexdraft-2334062445,1,timestamp,,,,,,,,,,,,unknown,,1743644189,False,False,False,False,False,False,|t:|1743644189
gen9natdexdraft-2334062445,https://replay.pokemonshowdown.com/gen9natdexdraft-2334062445,1,move,FluffySingh,Wailord,Gliscor,Wailord,Gliscor,Protect,,,,,,unknown,move,,False,False,False,False,False,False,|move|p1a: Wailord|Protect|p1a: Wailord
gen9natdexdraft-2334062445,https://replay.pokemonshowdown.com/gen9natdexdraft-2334062445,1,-singleturn,,,,,,,,,,,,unknown,unhandled_event,p1a: Wailord|Protect,False,False,False,False,False,False,|-singleturn|p1a: Wailord|Protect
gen9natdexdraft-2334062445,https://replay.pokemonshowdown.com/gen9natdexdraft-2334062445,1,move,charuzar,TUNGTUNGTUNGSAHUR,Shiinotic,Wailord,Gliscor,Leech Seed,,,,,,unknown,move,,False,False,False,False,False,False,|move|p2a: TUNGTUNGTUNGSAHUR|Leech Seed|p1a: Wailord
gen9natdexdraft-2334062445,https://replay.pokemonshowdown.com/gen9natdexdraft-2334062445,1,activate,,,,Wailord,Gliscor,,,,,,,unknown,Protect,,False,False,False,False,False,False,|-activate|p1a: Wailord|move: Protect
gen9natdexdraft-2334062445,https://replay.pokemonshowdown.com/gen9natdexdraft-2334062445,1,unknown,,,,,,,,,,,,unknown,unhandled_event,,False,False,False,False,False,False,|
gen9natdexdraft-2334062445,https://replay.pokemonshowdown.com/gen9natdexdraft-2334062445,1,status,FluffySingh,TUNGTUNGTUNGSAHUR,Shiinotic,Wailord,Gliscor,,,,,,,unknown,move,Leech Seed,False,False,False,False,False,False,|-status|p1a: Wailord|tox|[from] item: Toxic Orb
gen9natdexdraft-2334062445,https://replay.pokemonshowdown.com/gen9natdexdraft-2334062445,1,upkeep,,,,,,,,,,,,unknown,unhandled_event,,False,False,False,False,False,False,|upkeep
gen9natdexdraft-2334062445,https://replay.pokemonshowdown.com/gen9natdexdraft-2334062445,2,turn,,,,,,,,,,,,unknown,,2,False,False,False,False,False,False,|turn|2
gen9natdexdraft-2334062445,https://replay.pokemonshowdown.com/gen9natdexdraft-2334062445,2,c,,,,,,,,,,,,unknown,unhandled_event,☆charuzar|TUNG TUNG TUNG TUNG TUNG TUNG,False,False,False,False,False,False,|c|☆charuzar|TUNG TUNG TUNG TUNG TUNG TUNG
gen9natdexdraft-2334062445,https://replay.pokemonshowdown.com/gen9natdexdraft-2334062445,2,unknown,,,,,,,,,,,,unknown,unhandled_event,,False,False,False,False,False,False,|
gen9natdexdraft-2334062445,https://replay.pokemonshowdown.com/gen9natdexdraft-2334062445,2,timestamp,,,,,,,,,,,,unknown,,1743644202,False,False,False,False,False,False,|t:|1743644202
gen9natdexdraft-2334062445,https://replay.pokemonshowdown.com/gen9natdexdraft-2334062445,2,move,FluffySingh,Wailord,Gliscor,TUNGTUNGTUNGSAHUR,Shiinotic,Toxic,,,,,,unknown,move,,False,False,False,False,False,False,|move|p1a: Wailord|Toxic|p2a: TUNGTUNGTUNGSAHUR
gen9natdexdraft-2334062445,https://replay.pokemonshowdown.com/gen9natdexdraft-2334062445,2,status,charuzar,Wailord,Gliscor,TUNGTUNGTUNGSAHUR,Shiinotic,,,,,,,unknown,move,Toxic,False,False,False,False,False,False,|-status|p2a: TUNGTUNGTUNGSAHUR|tox
gen9natdexdraft-2334062445,https://replay.pokemonshowdown.com/gen9natdexdraft-2334062445,2,move,charuzar,TUNGTUNGTUNGSAHUR,Shiinotic,Wailord,Gliscor,Leech Seed,,,,,,unknown,move,,False,False,False,False,False,False,|move|p2a: TUNGTUNGTUNGSAHUR|Leech Seed|p1a: Wailord
gen9natdexdraft-2334062445,https://replay.pokemonshowdown.com/gen9natdexdraft-2334062445,2,start,,TUNGTUNGTUNGSAHUR,Shiinotic,Wailord,Gliscor,,,,,,,unknown,Leech Seed,,False,False,False,False,False,False,|-start|p1a: Wailord|move: Leech Seed
gen9natdexdraft-2334062445,https://replay.pokemonshowdown.com/gen9natdexdraft-2334062445,2,unknown,,,,,,,,,,,,unknown,unhandled_event,,False,False,False,False,False,False,|
gen9natdexdraft-2334062445,https://replay.pokemonshowdown.com/gen9natdexdraft-2334062445,2,damage,FluffySingh,TUNGTUNGTUNGSAHUR,Shiinotic,Wailord,Gliscor,Leech Seed,,,12,100/100,88/100 tox,percent,move,Leech Seed,False,True,False,False,False,False,|-damage|p1a: Wailord|88/100 tox|[from] Leech Seed|[of] p2a: TUNGTUNGTUNGSAHUR
gen9natdexdraft-2334062445,https://replay.pokemonshowdown.com/gen9natdexdraft-2334062445,2,heal,FluffySingh,Wailord,Gliscor,Wailord,Gliscor,,Poison Heal,,12,88/100 tox,100/100 tox,percent,ability,Poison Heal,False,False,False,False,False,True,|-heal|p1a: Wailord|100/100 tox|[from] ability: Poison Heal
gen9natdexdraft-2334062445,https://replay.pokemonshowdown.com/gen9natdexdraft-2334062445,2,damage,charuzar,unknown,,TUNGTUNGTUNGSAHUR,Shiinotic,,,,6,100/100,94/100 tox,percent,status,poison,False,True,False,False,False,False,|-damage|p2a: TUNGTUNGTUNGSAHUR|94/100 tox|[from] psn
gen9natdexdraft-2334062445,https://replay.pokemonshowdown.com/gen9natdexdraft-2334062445,2,upkeep,,,,,,,,,,,,unknown,unhandled_event,,False,False,False,False,False,False,|upkeep
gen9natdexdraft-2334062445,https://replay.pokemonshowdown.com/gen9natdexdraft-2334062445,3,turn,,,,,,,,,,,,unknown,,3,False,False,False,False,False,False,|turn|3
gen9natdexdraft-2334062445,https://replay.pokemonshowdown.com/gen9natdexdraft-2334062445,3,j,,,,,,,,,,,,unknown,unhandled_event, dzoneflem,False,False,False,False,False,False,|j| dzoneflem
gen9natdexdraft-2334062445,https://replay.pokemonshowdown.com/gen9natdexdraft-2334062445,3,c,,,,,,,,,,,,unknown,unhandled_event, johnny weest|TUNG TUNG TUNG TUNG TUNG TUNG,False,False,False,False,False,False,|c| johnny weest|TUNG TUNG TUNG TUNG TUNG TUNG
gen9natdexdraft-2334062445,https://replay.pokemonshowdown.com/gen9natdexdraft-2334062445,3,c,,,,,,,,,,,,unknown,unhandled_event, johnny weest|SAHUR,False,False,False,False,False,False,|c| johnny weest|SAHUR
gen9natdexdraft-2334062445,https://replay.pokemonshowdown.com/gen9natdexdraft-2334062445,3,c,,,,,,,,,,,,unknown,unhandled_event, legendpokemaster25|TUNG TUNG TUNG TUNG TUNG TUNG TUNG TUNG SAHUR,False,False,False,False,False,False,|c| legendpokemaster25|TUNG TUNG TUNG TUNG TUNG TUNG TUNG TUNG SAHUR
gen9natdexdraft-2334062445,https://replay.pokemonshowdown.com/gen9natdexdraft-2334062445,3,c,,,,,,,,,,,,unknown,unhandled_event, johnny weest|I LOVE YOU TOO,False,False,False,False,False,False,|c| johnny weest|I LOVE YOU TOO
gen9natdexdraft-2334062445,https://replay.pokemonshowdown.com/gen9natdexdraft-2334062445,3,c,,,,,,,,,,,,unknown,unhandled_event, johnny weest|TUNG TUNG TUNG TUNG TUNG TUNG TUNG TUNG SAHUR,False,False,False,False,False,False,|c| johnny weest|TUNG TUNG TUNG TUNG TUNG TUNG TUNG TUNG SAHUR
gen9natdexdraft-2334062445,https://replay.pokemonshowdown.com/gen9natdexdraft-2334062445,3,c,,,,,,,,,,,,unknown,unhandled_event, johnny weest|TUNG TUNG TUNG TUNG TUNG TUNG TUNG TUNG SAHUR,False,False,False,False,False,False,|c| johnny weest|TUNG TUNG TUNG TUNG TUNG TUNG TUNG TUNG SAHUR
gen9natdexdraft-2334062445,https://replay.pokemonshowdown.com/gen9natdexdraft-2334062445,3,unknown,,,,,,,,,,,,unknown,unhandled_event,,False,False,False,False,False,False,|
gen9natdexdraft-2334062445,https://replay.pokemonshowdown.com/gen9natdexdraft-2334062445,3,timestamp,,,,,,,,,,,,unknown,,1743644285,False,False,False,False,False,False,|t:|1743644285
gen9natdexdraft-2334062445,https://replay.pokemonshowdown.com/gen9natdexdraft-2334062445,3,move,FluffySingh,Wailord,Gliscor,TUNGTUNGTUNGSAHUR,Shiinotic,Knock Off,,,,,,unknown,move,,False,False,False,False,False,False,|move|p1a: Wailord|Knock Off|p2a: TUNGTUNGTUNGSAHUR
gen9natdexdraft-2334062445,https://replay.pokemonshowdown.com/gen9natdexdraft-2334062445,3,resisted,,Wailord,Gliscor,TUNGTUNGTUNGSAHUR,Shiinotic,Knock Off,,,,,,unknown,,p2a: TUNGTUNGTUNGSAHUR,False,False,False,False,False,False,|-resisted|p2a: TUNGTUNGTUNGSAHUR
gen9natdexdraft-2334062445,https://replay.pokemonshowdown.com/gen9natdexdraft-2334062445,3,damage,charuzar,Wailord,Gliscor,TUNGTUNGTUNGSAHUR,Shiinotic,Knock Off,,,14,94/100 tox,80/100 tox,percent,move,Knock Off,True,False,False,False,False,False,|-damage|p2a: TUNGTUNGTUNGSAHUR|80/100 tox
gen9natdexdraft-2334062445,https://replay.pokemonshowdown.com/gen9natdexdraft-2334062445,3,damage,FluffySingh,TUNGTUNGTUNGSAHUR,Shiinotic,Wailord,Gliscor,,,Rocky Helmet,16,100/100 tox,84/100 tox,percent,item,Rocky Helmet,False,True,False,False,False,False,|-damage|p1a: Wailord|84/100 tox|[from] item: Rocky Helmet|[of] p2a: TUNGTUNGTUNGSAHUR
gen9natdexdraft-2334062445,https://replay.pokemonshowdown.com/gen9natdexdraft-2334062445,3,enditem,charuzar,Wailord,Gliscor,TUNGTUNGTUNGSAHUR,Shiinotic,,,Rocky Helmet,,,,unknown,item_consumed,,False,False,False,False,False,False,|-enditem|p2a: TUNGTUNGTUNGSAHUR|Rocky Helmet|[from] move: Knock Off|[of] p1a: Wailord
gen9natdexdraft-2334062445,https://replay.pokemonshowdown.com/gen9natdexdraft-2334062445,3,move,charuzar,TUNGTUNGTUNGSAHUR,Shiinotic,Wailord,Gliscor,Thunder Wave,,,,,,unknown,move,,False,False,False,False,False,False,|move|p2a: TUNGTUNGTUNGSAHUR|Thunder Wave|p1a: Wailord
gen9natdexdraft-2334062445,https://replay.pokemonshowdown.com/gen9natdexdraft-2334062445,3,immune,,,,,,,,,,,,unknown,,p1a: Wailord,False,False,False,False,False,False,|-immune|p1a: Wailord
gen9natdexdraft-2334062445,https://replay.pokemonshowdown.com/gen9natdexdraft-2334062445,3,unknown,,,,,,,,,,,,unknown,unhandled_event,,False,False,False,False,False,False,|
gen9natdexdraft-2334062445,https://replay.pokemonshowdown.com/gen9natdexdraft-2334062445,3,damage,FluffySingh,TUNGTUNGTUNGSAHUR,Shiinotic,Wailord,Gliscor,Leech Seed,,,12,84/100 tox,72/100 tox,percent,move,Leech Seed,False,True,False,False,False,False,|-damage|p1a: Wailord|72/100 tox|[from] Leech Seed|[of] p2a: TUNGTUNGTUNGSAHUR
gen9natdexdraft-2334062445,https://replay.pokemonshowdown.com/gen9natdexdraft-2334062445,3,heal,charuzar,TUNGTUNGTUNGSAHUR,Shiinotic,TUNGTUNGTUNGSAHUR,Shiinotic,,,,14,80/100 tox,94/100 tox,percent,healing,unknown,False,False,False,False,False,True,|-heal|p2a: TUNGTUNGTUNGSAHUR|94/100 tox|[silent]
gen9natdexdraft-2334062445,https://replay.pokemonshowdown.com/gen9natdexdraft-2334062445,3,heal,FluffySingh,Wailord,Gliscor,Wailord,Gliscor,,Poison Heal,,12,72/100 tox,84/100 tox,percent,ability,Poison Heal,False,False,False,False,False,True,|-heal|p1a: Wailord|84/100 tox|[from] ability: Poison Heal
gen9natdexdraft-2334062445,https://replay.pokemonshowdown.com/gen9natdexdraft-2334062445,3,damage,charuzar,unknown,,TUNGTUNGTUNGSAHUR,Shiinotic,,,,12,94/100 tox,82/100 tox,percent,status,poison,False,True,False,False,False,False,|-damage|p2a: TUNGTUNGTUNGSAHUR|82/100 tox|[from] psn
gen9natdexdraft-2334062445,https://replay.pokemonshowdown.com/gen9natdexdraft-2334062445,3,upkeep,,,,,,,,,,,,unknown,unhandled_event,,False,False,False,False,False,False,|upkeep
gen9natdexdraft-2334062445,https://replay.pokemonshowdown.com/gen9natdexdraft-2334062445,4,turn,,,,,,,,,,,,unknown,,4,False,False,False,False,False,False,|turn|4
gen9natdexdraft-2334062445,https://replay.pokemonshowdown.com/gen9natdexdraft-2334062445,4,unknown,,,,,,,,,,,,unknown,unhandled_event,,False,False,False,False,False,False,|
gen9natdexdraft-2334062445,https://replay.pokemonshowdown.com/gen9natdexdraft-2334062445,4,timestamp,,,,,,,,,,,,unknown,,1743644304,False,False,False,False,False,False,|t:|1743644304
gen9natdexdraft-2334062445,https://replay.pokemonshowdown.com/gen9natdexdraft-2334062445,4,move,FluffySingh,Wailord,Gliscor,TUNGTUNGTUNGSAHUR,Shiinotic,Toxic,,,,,,unknown,move,,False,False,False,False,False,False,|move|p1a: Wailord|Toxic|p2a: TUNGTUNGTUNGSAHUR
gen9natdexdraft-2334062445,https://replay.pokemonshowdown.com/gen9natdexdraft-2334062445,4,fail,,,,,,,,,,,,unknown,,p2a: TUNGTUNGTUNGSAHUR|tox,False,False,False,False,False,False,|-fail|p2a: TUNGTUNGTUNGSAHUR|tox
gen9natdexdraft-2334062445,https://replay.pokemonshowdown.com/gen9natdexdraft-2334062445,4,move,charuzar,TUNGTUNGTUNGSAHUR,Shiinotic,Wailord,Gliscor,Moonblast,,,,,,unknown,move,,False,False,False,False,False,False,|move|p2a: TUNGTUNGTUNGSAHUR|Moonblast|p1a: Wailord
gen9natdexdraft-2334062445,https://replay.pokemonshowdown.com/gen9natdexdraft-2334062445,4,damage,FluffySingh,TUNGTUNGTUNGSAHUR,Shiinotic,Wailord,Gliscor,Moonblast,,,27,84/100 tox,57/100 tox,percent,move,Moonblast,True,False,False,False,False,False,|-damage|p1a: Wailord|57/100 tox
gen9natdexdraft-2334062445,https://replay.pokemonshowdown.com/gen9natdexdraft-2334062445,4,unknown,,,,,,,,,,,,unknown,unhandled_event,,False,False,False,False,False,False,|
gen9natdexdraft-2334062445,https://replay.pokemonshowdown.com/gen9natdexdraft-2334062445,4,damage,FluffySingh,TUNGTUNGTUNGSAHUR,Shiinotic,Wailord,Gliscor,Leech Seed,,,12,57/100 tox,45/100 tox,percent,move,Leech Seed,False,True,False,False,False,False,|-damage|p1a: Wailord|45/100 tox|[from] Leech Seed|[of] p2a: TUNGTUNGTUNGSAHUR
gen9natdexdraft-2334062445,https://replay.pokemonshowdown.com/gen9natdexdraft-2334062445,4,heal,charuzar,TUNGTUNGTUNGSAHUR,Shiinotic,TUNGTUNGTUNGSAHUR,Shiinotic,,,,13,82/100 tox,95/100 tox,percent,healing,unknown,False,False,False,False,False,True,|-heal|p2a: TUNGTUNGTUNGSAHUR|95/100 tox|[silent]
gen9natdexdraft-2334062445,https://replay.pokemonshowdown.com/gen9natdexdraft-2334062445,4,heal,FluffySingh,Wailord,Gliscor,Wailord,Gliscor,,Poison Heal,,12,45/100 tox,57/100 tox,percent,ability,Poison Heal,False,False,False,False,False,True,|-heal|p1a: Wailord|57/100 tox|[from] ability: Poison Heal
gen9natdexdraft-2334062445,https://replay.pokemonshowdown.com/gen9natdexdraft-2334062445,4,damage,charuzar,unknown,,TUNGTUNGTUNGSAHUR,Shiinotic,,,,18,95/100 tox,77/100 tox,percent,status,poison,False,True,False,False,False,False,|-damage|p2a: TUNGTUNGTUNGSAHUR|77/100 tox|[from] psn
gen9natdexdraft-2334062445,https://replay.pokemonshowdown.com/gen9natdexdraft-2334062445,4,upkeep,,,,,,,,,,,,unknown,unhandled_event,,False,False,False,False,False,False,|upkeep
gen9natdexdraft-2334062445,https://replay.pokemonshowdown.com/gen9natdexdraft-2334062445,5,turn,,,,,,,,,,,,unknown,,5,False,False,False,False,False,False,|turn|5
gen9natdexdraft-2334062445,https://replay.pokemonshowdown.com/gen9natdexdraft-2334062445,5,unknown,,,,,,,,,,,,unknown,unhandled_event,,False,False,False,False,False,False,|
gen9natdexdraft-2334062445,https://replay.pokemonshowdown.com/gen9natdexdraft-2334062445,5,timestamp,,,,,,,,,,,,unknown,,1743644355,False,False,False,False,False,False,|t:|1743644355
gen9natdexdraft-2334062445,https://replay.pokemonshowdown.com/gen9natdexdraft-2334062445,5,move,FluffySingh,Wailord,Gliscor,Wailord,Gliscor,Protect,,,,,,unknown,move,,False,False,False,False,False,False,|move|p1a: Wailord|Protect|p1a: Wailord
gen9natdexdraft-2334062445,https://replay.pokemonshowdown.com/gen9natdexdraft-2334062445,5,-singleturn,,,,,,,,,,,,unknown,unhandled_event,p1a: Wailord|Protect,False,False,False,False,False,False,|-singleturn|p1a: Wailord|Protect
gen9natdexdraft-2334062445,https://replay.pokemonshowdown.com/gen9natdexdraft-2334062445,5,move,charuzar,TUNGTUNGTUNGSAHUR,Shiinotic,Wailord,Gliscor,Strength Sap,,,,,,unknown,move,,False,False,False,False,False,False,|move|p2a: TUNGTUNGTUNGSAHUR|Strength Sap|p1a: Wailord
gen9natdexdraft-2334062445,https://replay.pokemonshowdown.com/gen9natdexdraft-2334062445,5,activate,,,,Wailord,Gliscor,,,,,,,unknown,Protect,,False,False,False,False,False,False,|-activate|p1a: Wailord|move: Protect
gen9natdexdraft-2334062445,https://replay.pokemonshowdown.com/gen9natdexdraft-2334062445,5,unknown,,,,,,,,,,,,unknown,unhandled_event,,False,False,False,False,False,False,|
gen9natdexdraft-2334062445,https://replay.pokemonshowdown.com/gen9natdexdraft-2334062445,5,damage,FluffySingh,TUNGTUNGTUNGSAHUR,Shiinotic,Wailord,Gliscor,Leech Seed,,,12,57/100 tox,45/100 tox,percent,move,Leech Seed,False,True,False,False,False,False,|-damage|p1a: Wailord|45/100 tox|[from] Leech Seed|[of] p2a: TUNGTUNGTUNGSAHUR
